city,after_2020_only,latitude,longitude,total_approved_Ihp_amount,total_approved_fema_assistance,declarationYear
"Amarillo, Texas",No,35.2219971,-101.8312969,,,2006
"Los Angeles, California",No,34.0549076,-118.242643,40583.729999999996,36.0,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,166767.61000000002,146.0,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,239224.01,250.0,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,10499.74,11.0,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,39157.67,53.0,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,60934.91,75.0,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,746.87,1.0,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,36964.76,38.0,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,44477.36,50.0,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,17186.43,22.0,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,101508.68999999999,107.0,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,69347.8,72.0,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,373453.29,341.0,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,17761.82,19.0,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,175343.53,190.0,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,493486.58999999997,460.0,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,221377.94999999998,182.0,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,53450.33,65.0,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,,,2003
"Los Angeles, California",No,34.0549076,-118.242643,1296.87,2.0,2003
"West Hollywood, California",No,34.0900091,-118.3617443,,,2007
"Playa Vista, California",No,33.9792232,-118.4138353,,,2003
"Bell Gardens, California",No,33.9652918,-118.1514588,,,2003
"Compton, California",No,33.8958492,-118.2200712,333620.72000000003,285.0,2003
"Compton, California",No,33.8958492,-118.2200712,,,2007
"Compton, California",No,33.8958492,-118.2200712,212291.59999999998,208.0,2003
"Compton, California",No,33.8958492,-118.2200712,,,2007
"Compton, California",No,33.8958492,-118.2200712,106033.45000000001,88.0,2003
"Compton, California",No,33.8958492,-118.2200712,,,2007
"Culver City, California",No,34.0211224,-118.3964665,,,2003
"Culver City, California",No,34.0211224,-118.3964665,,,2003
"Downey, California",No,33.9401088,-118.1331593,,,2003
"Downey, California",No,33.9401088,-118.1331593,1597.24,2.0,2003
"Downey, California",No,33.9401088,-118.1331593,6956.1,4.0,2003
"Downey, California",No,33.9401088,-118.1331593,,,2007
Error,No,,,,,2003
"El Segundo, California",No,33.9191799,-118.4164652,,,2003
"Gardena, California",No,33.8883487,-118.3089624,18790.15,22.0,2003
"Gardena, California",No,33.8883487,-118.3089624,,,2007
"Gardena, California",No,33.8883487,-118.3089624,0.0,0.0,2003
"Gardena, California",No,33.8883487,-118.3089624,9914.62,14.0,2003
"Gardena, California",No,33.8883487,-118.3089624,,,2007
"Hawthorne, California",No,33.9164032,-118.3525748,113195.63,127.0,2003
"Hawthorne, California",No,33.9164032,-118.3525748,,,2007
"Hermosa Beach, California",No,33.8622366,-118.3995194,,,2003
"Huntington Park, California",No,33.9816812,-118.2250725,,,2003
"Huntington Park, California",No,33.9816812,-118.2250725,,,2007
"Lawndale, California",No,33.887237,-118.3525744,8663.24,12.0,2003
"Lawndale, California",No,33.887237,-118.3525744,,,2007
"Lynwood, California",No,33.930293,-118.2114603,21227.890000000003,21.0,2003
"Lynwood, California",No,33.930293,-118.2114603,,,2007
"Malibu, California",No,34.0380585,-118.6923438,,,2003
"Malibu, California",No,34.0380585,-118.6923438,,,2007
"Maywood, California",No,33.9866807,-118.185349,,,2003
"Pacific Palisades, California",No,34.0467365,-118.546434,,,2003
"Rancho Palos Verdes, California",No,33.7444613,-118.3870173,,,2003
"Redondo Beach, California",No,33.8491816,-118.3884078,,,2003
"Redondo Beach, California",No,33.8491816,-118.3884078,,,2007
"Redondo Beach, California",No,33.8491816,-118.3884078,,,2003
"South Gate, California",No,33.954737,-118.2120161,0.0,0.0,2003
"Topanga, California",No,34.0896009,-118.6043689,,,2007
"Venice, California",No,33.994091,-118.4527302,,,2003
"Marina Del Rey, California",No,33.9802893,-118.4517449,,,2003
"Inglewood, California",No,33.9616801,-118.3531311,21534.43,24.0,2003
"Inglewood, California",No,33.9616801,-118.3531311,,,2007
"Inglewood, California",No,33.9616801,-118.3531311,36547.07,40.0,2003
"Inglewood, California",No,33.9616801,-118.3531311,,,2007
"Inglewood, California",No,33.9616801,-118.3531311,38605.94,36.0,2003
"Inglewood, California",No,33.9616801,-118.3531311,,,2007
"Inglewood, California",No,33.9616801,-118.3531311,,,2003
"Inglewood, California",No,33.9616801,-118.3531311,12227.84,14.0,2003
"Inglewood, California",No,33.9616801,-118.3531311,,,2007
"Santa Monica, California",No,34.0164198,-118.4951909,,,2007
"Santa Monica, California",No,34.0164198,-118.4951909,,,2003
"Santa Monica, California",No,34.0164198,-118.4951909,,,2003
"Torrance, California",No,33.8358492,-118.3406288,42966.32,35.0,2003
"Torrance, California",No,33.8358492,-118.3406288,,,2007
"Torrance, California",No,33.8358492,-118.3406288,2344.11,2.0,2003
"Torrance, California",No,33.8358492,-118.3406288,,,2007
"Torrance, California",No,33.8358492,-118.3406288,,,2003
"Torrance, California",No,33.8358492,-118.3406288,,,2007
"Torrance, California",No,33.8358492,-118.3406288,,,2003
"Torrance, California",No,33.8358492,-118.3406288,,,2007
"Torrance, California",No,33.8358492,-118.3406288,,,2003
"Whittier, California",No,33.9791793,-118.032844,,,2003
"Whittier, California",No,33.9791793,-118.032844,0.0,0.0,2003
"Whittier, California",No,33.9791793,-118.032844,,,2003
"Whittier, California",No,33.9791793,-118.032844,,,2003
"Whittier, California",No,33.9791793,-118.032844,,,2007
"Buena Park, California",No,33.8674044,-117.9981387,,,2007
"Buena Park, California",No,33.8674044,-117.9981387,,,2007
"La Habra, California",No,33.9318591,-117.946137,,,2003
"La Mirada, California",No,33.9172357,-118.0120086,3889.6,2.0,2003
"La Mirada, California",No,33.9172357,-118.0120086,,,2007
"Montebello, California",No,34.0165053,-118.1137535,0.0,0.0,2003
"Norwalk, California",No,33.9022367,-118.081733,17323.6,13.0,2003
"Pico Rivera, California",No,33.9830688,-118.096735,,,2003
"Pico Rivera, California",No,33.9830688,-118.096735,,,2007
"Pico Rivera, California",No,33.9830688,-118.096735,,,2003
"Santa Fe Springs, California",No,33.9472359,-118.0853451,,,2003
"Artesia, California",No,33.8658484,-118.0831212,91.42,1.0,2003
"Cerritos, California",No,33.8583483,-118.0647871,2395.86,3.0,2003
"Cerritos, California",No,33.8583483,-118.0647871,,,2007
"Bellflower, California",No,33.8816818,-118.1170117,23528.17,34.0,2003
"Bellflower, California",No,33.8816818,-118.1170117,,,2007
"Harbor City, California",No,33.7899467,-118.2975261,38351.0,35.0,2003
"Harbor City, California",No,33.7899467,-118.2975261,,,2007
"Lakewood, California",No,33.8536269,-118.1339563,1820.82,3.0,2003
"Lakewood, California",No,33.8536269,-118.1339563,,,2007
"Lakewood, California",No,33.8536269,-118.1339563,327.08,1.0,2003
"Lakewood, California",No,33.8536269,-118.1339563,,,2007
"Lakewood, California",No,33.8536269,-118.1339563,4686.15,6.0,2003
"Lakewood, California",No,33.8536269,-118.1339563,,,2007
"Hawaiian Gardens, California",No,33.8314045,-118.0728424,5901.58,7.0,2003
"Hawaiian Gardens, California",No,33.8314045,-118.0728424,,,2007
"Lomita, California",No,33.7922392,-118.3150722,11093.76,10.0,2003
"Lomita, California",No,33.7922392,-118.3150722,,,2007
"Paramount, California",No,33.8894598,-118.1597911,22749.190000000002,29.0,2003
"Paramount, California",No,33.8894598,-118.1597911,,,2007
"San Pedro, California",No,33.7360696,-118.2923791,68717.3,68.0,2003
"San Pedro, California",No,33.7360696,-118.2923791,,,2007
"San Pedro, California",No,33.7360696,-118.2923791,3889.6,4.0,2003
"San Pedro, California",No,33.7360696,-118.2923791,,,2007
"Wilmington, California",No,33.7911608,-118.2633204,9206.93,9.0,2003
"Wilmington, California",No,33.7911608,-118.2633204,,,2007
"Carson, California",No,33.8316745,-118.281693,13960.43,10.0,2003
"Carson, California",No,33.8316745,-118.281693,,,2007
"Carson, California",No,33.8316745,-118.281693,5383.34,4.0,2003
"Carson, California",No,33.8316745,-118.281693,,,2007
"Signal Hill, California",No,33.8044614,-118.1678456,8231.96,7.0,2003
"Signal Hill, California",No,33.8044614,-118.1678456,,,2007
"Long Beach, California",No,33.7700504,-118.1937395,1296.87,1.0,2003
"Long Beach, California",No,33.7700504,-118.1937395,181363.09,216.0,2003
"Long Beach, California",No,33.7700504,-118.1937395,,,2007
"Long Beach, California",No,33.7700504,-118.1937395,4750.23,6.0,2003
"Long Beach, California",No,33.7700504,-118.1937395,,,2007
"Long Beach, California",No,33.7700504,-118.1937395,203735.37,238.0,2003
"Long Beach, California",No,33.7700504,-118.1937395,,,2007
"Long Beach, California",No,33.7700504,-118.1937395,423781.97000000003,424.0,2003
"Long Beach, California",No,33.7700504,-118.1937395,,,2007
"Long Beach, California",No,33.7700504,-118.1937395,320772.55,306.0,2003
"Long Beach, California",No,33.7700504,-118.1937395,,,2007
"Long Beach, California",No,33.7700504,-118.1937395,22229.73,30.0,2003
"Long Beach, California",No,33.7700504,-118.1937395,,,2007
"Long Beach, California",No,33.7700504,-118.1937395,1597.24,2.0,2003
"Long Beach, California",No,33.7700504,-118.1937395,92015.68,96.0,2003
"Long Beach, California",No,33.7700504,-118.1937395,,,2007
"Long Beach, California",No,33.7700504,-118.1937395,402077.64999999997,473.0,2003
"Long Beach, California",No,33.7700504,-118.1937395,,,2007
"Long Beach, California",No,33.7700504,-118.1937395,19816.11,24.0,2003
"Long Beach, California",No,33.7700504,-118.1937395,,,2007
"Long Beach, California",No,33.7700504,-118.1937395,2292.36,3.0,2003
"Long Beach, California",No,33.7700504,-118.1937395,,,2007
Error,No,,,,,2003
"Altadena, California",No,34.190162,-118.1313188,0.0,0.0,2003
"Arcadia, California",No,34.1397292,-118.0353449,0.0,0.0,2003
"Duarte, California",No,34.1394513,-117.9772873,0.0,0.0,2003
Error,No,,,,,2003
"Monrovia, California",No,34.1442616,-118.0019482,130.66,1.0,2003
"Tujunga, California",No,34.2596694,-118.3114218,,,2003
"Tujunga, California",No,34.2596694,-118.3114218,,,2007
"Pasadena, California",No,34.1458012,-118.1488888,,,2003
"Pasadena, California",No,34.1458012,-118.1488888,2944.24,2.0,2003
"Pasadena, California",No,34.1458012,-118.1488888,,,2007
"Pasadena, California",No,34.1458012,-118.1488888,504.03,1.0,2003
"Pasadena, California",No,34.1458012,-118.1488888,0.0,0.0,2003
"Pasadena, California",No,34.1458012,-118.1488888,,,2003
"Pasadena, California",No,34.1458012,-118.1488888,,,2007
"San Marino, California",No,34.121397,-118.1064585,,,2003
"Glendale, California",No,34.1425078,-118.255075,,,2003
"Glendale, California",No,34.1425078,-118.255075,,,2007
"Glendale, California",No,34.1425078,-118.255075,,,2003
"La Crescenta, California",No,34.2286202,-118.2350674,,,2007
"Glendale, California",No,34.1425078,-118.255075,,,2003
"Calabasas, California",No,34.1539731,-118.6473801,0.0,0.0,2003
"Canoga Park, California",No,34.2083086,-118.5975318,,,2003
"Canoga Park, California",No,34.2083086,-118.5975318,13049.61,5.0,2003
"Canoga Park, California",No,34.2083086,-118.5975318,,,2007
"Winnetka, California",No,34.208337,-118.5710684,0.0,0.0,2003
"Winnetka, California",No,34.208337,-118.5710684,,,2007
"Chatsworth, California",No,34.2572378,-118.5973401,1982.08,2.0,2003
"Encino, California",No,34.1592881,-118.5011688,,,2003
"Newhall, California",No,34.373361,-118.5400404,0.0,0.0,2003
"Newhall, California",No,34.373361,-118.5400404,,,2007
"Northridge, California",No,34.2354576,-118.5361381,0.0,0.0,2003
"Northridge, California",No,34.2354576,-118.5361381,0.0,0.0,2003
"Northridge, California",No,34.2354576,-118.5361381,,,2007
"Porter Ranch, California",No,34.27549520000001,-118.5472573,135.77,1.0,2003
"Pacoima, California",No,34.2660906,-118.4221196,,,2003
"Pacoima, California",No,34.2660906,-118.4221196,,,2007
"Reseda, California",No,34.2011126,-118.5360205,0.0,0.0,2003
"Reseda, California",No,34.2011126,-118.5360205,,,2007
"San Fernando, California",No,34.2819461,-118.4389719,,,2003
"Sylmar, California",No,34.2994874,-118.4588292,2423.02,2.0,2003
"Sylmar, California",No,34.2994874,-118.4588292,,,2007
"North Hills, California",No,34.2356114,-118.4763844,746.87,1.0,2003
"North Hills, California",No,34.2356114,-118.4763844,,,2007
"Granada Hills, California",No,34.2793022,-118.502147,1525.97,1.0,2003
"Granada Hills, California",No,34.2793022,-118.502147,,,2007
"Mission Hills, California",No,34.2645694,-118.4673438,0.0,0.0,2003
"Santa Clarita, California",No,34.3916641,-118.542586,12582.5,1.0,2003
"Santa Clarita, California",No,34.3916641,-118.542586,,,2007
"Canyon Country, California",No,34.4235425,-118.4720633,0.0,0.0,2003
"Canyon Country, California",No,34.4235425,-118.4720633,,,2007
"Sun Valley, California",No,34.2225413,-118.3878208,0.0,0.0,2003
"Valencia, California",No,34.419837,-118.5627013,,,2003
"Valencia, California",No,34.419837,-118.5627013,,,2007
"Valencia, California",No,34.419837,-118.5627013,,,2003
"Tarzana, California",No,34.1722605,-118.5447573,0.0,0.0,2003
"Thousand Oaks, California",No,34.1761133,-118.8487793,0.0,0.0,2003
"Thousand Oaks, California",No,34.1761133,-118.8487793,1841.1100000000001,3.0,2003
"Woodland Hills, California",No,34.1685035,-118.6058267,,,2003
"Woodland Hills, California",No,34.1685035,-118.6058267,,,2007
"Woodland Hills, California",No,34.1685035,-118.6058267,0.0,0.0,2003
"Stevenson Ranch, California",No,34.3931105,-118.5907538,0.0,0.0,2003
"Castaic, California",No,34.4890363,-118.6256552,,,2003
"Castaic, California",No,34.4890363,-118.6256552,,,2007
"Canyon Country, California",No,34.4235425,-118.4720633,1073.95,2.0,2003
"Canyon Country, California",No,34.4235425,-118.4720633,,,2007
"Santa Clarita, California",No,34.3916641,-118.542586,,,2003
"Santa Clarita, California",No,34.3916641,-118.542586,,,2007
"Van Nuys, California",No,34.2012166,-118.466222,0.0,0.0,2003
"Panorama City, California",No,34.2215391,-118.4487995,7153.18,6.0,2003
"Panorama City, California",No,34.2215391,-118.4487995,,,2007
"Sherman Oaks, California",No,34.1509272,-118.4486989,,,2003
"Van Nuys, California",No,34.2012166,-118.466222,,,2003
"Van Nuys, California",No,34.2012166,-118.466222,746.87,1.0,2003
"Van Nuys, California",No,34.2012166,-118.466222,,,2003
"Sherman Oaks, California",No,34.1509272,-118.4486989,,,2003
"Sherman Oaks, California",No,34.1509272,-118.4486989,,,2007
"Burbank, California",No,34.1808392,-118.3089661,,,2003
"Burbank, California",No,34.1808392,-118.3089661,,,2003
"Burbank, California",No,34.1808392,-118.3089661,,,2003
"North Hollywood, California",No,34.1866635,-118.3877732,,,2003
"North Hollywood, California",No,34.1866635,-118.3877732,,,2007
"North Hollywood, California",No,34.1866635,-118.3877732,,,2003
"Studio City, California",No,34.1435864,-118.3952727,,,2003
"North Hollywood, California",No,34.1866635,-118.3877732,,,2003
"North Hollywood, California",No,34.1866635,-118.3877732,,,2003
"Valley Village, California",No,34.1648781,-118.3965123,,,2003
"Rancho Cucamonga, California",No,34.10639889999999,-117.5931084,36862.73,10.0,2003
"Rancho Cucamonga, California",No,34.10639889999999,-117.5931084,,,2007
"Azusa, California",No,34.1336186,-117.9075627,2049.52,1.0,2003
"Baldwin Park, California",No,34.0852868,-117.9608978,,,2003
"Chino Hills, California",No,33.9898188,-117.7325848,306.36,2.0,2003
"Chino, California",No,34.0122346,-117.688944,9565.91,7.0,2003
"Chino, California",No,34.0122346,-117.688944,,,2007
"Claremont, California",No,34.0966764,-117.7197785,486005.75,38.0,2003
"Covina, California",No,34.0900091,-117.8903397,,,2003
"Covina, California",No,34.0900091,-117.8903397,,,2007
"Covina, California",No,34.0900091,-117.8903397,,,2003
"Covina, California",No,34.0900091,-117.8903397,,,2007
"Covina, California",No,34.0900091,-117.8903397,,,2003
"Rancho Cucamonga, California",No,34.10639889999999,-117.5931084,14948.91,16.0,2003
"Rancho Cucamonga, California",No,34.10639889999999,-117.5931084,,,2007
"El Monte, California",No,34.0686206,-118.0275667,,,2003
"El Monte, California",No,34.0686206,-118.0275667,,,2003
"Rancho Cucamonga, California",No,34.10639889999999,-117.5931084,20673.84,13.0,2003
"Rancho Cucamonga, California",No,34.10639889999999,-117.5931084,68459.93,9.0,2003
"Glendora, California",No,34.1361187,-117.865339,,,2003
"Glendora, California",No,34.1361187,-117.865339,,,2003
"La Puente, California",No,34.0200114,-117.9495083,746.87,1.0,2003
"Hacienda Heights, California",No,33.9930677,-117.9686755,,,2003
"La Puente, California",No,34.0200114,-117.9495083,2344.11,1.0,2003
"Rowland Heights, California",No,33.9761238,-117.9053395,,,2003
"La Verne, California",No,34.1008426,-117.7678355,0.0,0.0,2003
"Mira Loma, California",No,33.9845417,-117.5159449,714.44,1.0,2003
"Mira Loma, California",No,33.9845417,-117.5159449,,,2007
"Monterey Park, California",No,34.0625106,-118.1228476,0.0,0.0,2003
"Monterey Park, California",No,34.0625106,-118.1228476,,,2003
"Mt Baldy, California",No,34.2363809,-117.6589752,5310.049999999999,8.0,2003
"Ontario, California",No,34.0633443,-117.6508876,153.18,1.0,2003
"Ontario, California",No,34.0633443,-117.6508876,,,2007
"Ontario, California",No,34.0633443,-117.6508876,3409.58,5.0,2003
"Ontario, California",No,34.0633443,-117.6508876,,,2007
"Montclair, California",No,34.0775104,-117.6897776,10100.74,9.0,2003
"Montclair, California",No,34.0775104,-117.6897776,,,2007
"Ontario, California",No,34.0633443,-117.6508876,10319.7,4.0,2003
"Ontario, California",No,34.0633443,-117.6508876,,,2007
"Diamond Bar, California",No,34.0009951,-117.8112041,0.0,0.0,2003
"Pomona, California",No,34.055103,-117.7499909,1545.49,1.0,2003
"Pomona, California",No,34.055103,-117.7499909,,,2007
"Pomona, California",No,34.055103,-117.7499909,18222.12,16.0,2003
"Pomona, California",No,34.055103,-117.7499909,,,2007
"Pomona, California",No,34.055103,-117.7499909,3289.58,2.0,2003
"Pomona, California",No,34.055103,-117.7499909,,,2003
"Rosemead, California",No,34.0805651,-118.072846,,,2003
"San Dimas, California",No,34.1066756,-117.8067257,0.0,0.0,2003
"San Gabriel, California",No,34.09611110000001,-118.1058333,,,2007
"Upland, California",No,34.09751,-117.6483876,147585.19,14.0,2003
"Upland, California",No,34.09751,-117.6483876,15266.6,18.0,2003
"Upland, California",No,34.09751,-117.6483876,,,2007
"Walnut, California",No,34.0202894,-117.8653386,0.0,0.0,2003
"West Covina, California",No,34.0686208,-117.9389526,746.87,1.0,2003
"West Covina, California",No,34.0686208,-117.9389526,,,2003
"West Covina, California",No,34.0686208,-117.9389526,798.62,1.0,2003
"West Covina, California",No,34.0686208,-117.9389526,,,2003
"Alhambra, California",No,34.095287,-118.1270146,,,2003
"Alpine, California",No,32.8350521,-116.7664109,1169720.9,167.0,2003
"Alpine, California",No,32.8350521,-116.7664109,,,2007
"Bonita, California",No,32.6583258,-117.0352904,0.0,0.0,2003
"Bonita, California",No,32.6583258,-117.0352904,,,2007
"Alpine, California",No,32.8350521,-116.7664109,0.0,0.0,2003
"Boulevard, California",No,32.6636254,-116.2738148,2247.6400000000003,5.0,2003
"Boulevard, California",No,32.6636254,-116.2738148,,,2007
"Campo, California",No,32.60757950000001,-116.4697321,8240.29,9.0,2003
"Campo, California",No,32.60757950000001,-116.4697321,,,2007
"Chula Vista, California",No,32.6400541,-117.0841955,153.18,1.0,2003
"Chula Vista, California",No,32.6400541,-117.0841955,,,2007
"Chula Vista, California",No,32.6400541,-117.0841955,,,2003
"Chula Vista, California",No,32.6400541,-117.0841955,,,2007
"Chula Vista, California",No,32.6400541,-117.0841955,0.0,0.0,2003
"Chula Vista, California",No,32.6400541,-117.0841955,,,2007
"Chula Vista, California",No,32.6400541,-117.0841955,,,2007
"Chula Vista, California",No,32.6400541,-117.0841955,,,2003
"Chula Vista, California",No,32.6400541,-117.0841955,,,2007
"Descanso, California",No,32.8584782,-116.6140437,472455.42,53.0,2003
"Dulzura, California",No,32.6442247,-116.7814093,4502.75,2.0,2003
"Dulzura, California",No,32.6442247,-116.7814093,,,2007
"Guatay, California",No,32.8493753,-116.5572471,2437.65,2.0,2003
"Guatay, California",No,32.8493753,-116.5572471,,,2007
"Imperial Beach, California",No,32.5839444,-117.1130849,712.64,1.0,2003
"Imperial Beach, California",No,32.5839444,-117.1130849,,,2007
"Jacumba, California",No,32.61768,-116.1874241,2509.84,2.0,2003
"Jacumba, California",No,32.61768,-116.1874241,,,2007
"Jamul, California",No,32.7169988,-116.8761347,63759.96000000001,24.0,2003
"Jamul, California",No,32.7169988,-116.8761347,,,2007
"La Mesa, California",No,32.7678287,-117.0230839,,,2003
"La Mesa, California",No,32.7678287,-117.0230839,,,2007
"La Mesa, California",No,32.7678287,-117.0230839,0.0,0.0,2003
"La Mesa, California",No,32.7678287,-117.0230839,,,2007
"Lemon Grove, California",No,32.7425516,-117.0314172,1932.41,3.0,2003
"Lemon Grove, California",No,32.7425516,-117.0314172,,,2007
"Mount Laguna, California",No,32.8674653,-116.4187931,0.0,0.0,2003
"National City, California",No,32.6781085,-117.0991967,1474.67,2.0,2003
"National City, California",No,32.6781085,-117.0991967,,,2007
"Pine Valley, California",No,32.8214402,-116.5291841,6128.75,11.0,2003
"Pine Valley, California",No,32.8214402,-116.5291841,,,2007
"Potrero, California",No,32.615137,-116.6133391,971.8600000000001,3.0,2003
"Potrero, California",No,32.615137,-116.6133391,,,2007
"Spring Valley, California",No,32.744774,-116.998916,,,2003
"Spring Valley, California",No,32.744774,-116.998916,,,2007
"Spring Valley, California",No,32.744774,-116.998916,3389.72,1.0,2003
"Spring Valley, California",No,32.744774,-116.998916,,,2007
"Tecate, California",No,32.577933,-116.6277367,,,2007
"Bonsall, California",No,33.2889226,-117.2255903,,,2007
"Borrego Springs, California",No,33.2558717,-116.375012,,,2003
"Cardiff By The Sea, California",No,33.0208265,-117.2788973,,,2003
"Cardiff By The Sea, California",No,33.0208265,-117.2788973,,,2007
"Carlsbad, California",No,33.1580933,-117.3505939,,,2003
"Carlsbad, California",No,33.1580933,-117.3505939,,,2007
"Carlsbad, California",No,33.1580933,-117.3505939,,,2003
"Carlsbad, California",No,33.1580933,-117.3505939,,,2007
"Carlsbad, California",No,33.1580933,-117.3505939,,,2007
"Carlsbad, California",No,33.1580933,-117.3505939,,,2007
"Del Mar, California",No,32.9594891,-117.2653146,,,2003
"Del Mar, California",No,32.9594891,-117.2653146,,,2007
"El Cajon, California",No,32.7947731,-116.9625269,1687274.17,164.0,2003
"El Cajon, California",No,32.7947731,-116.9625269,,,2007
"El Cajon, California",No,32.7947731,-116.9625269,8726.55,6.0,2003
"El Cajon, California",No,32.7947731,-116.9625269,,,2007
"El Cajon, California",No,32.7947731,-116.9625269,2453529.29,239.0,2003
"El Cajon, California",No,32.7947731,-116.9625269,,,2007
"Encinitas, California",No,33.0369867,-117.2919818,,,2003
"Encinitas, California",No,33.0369867,-117.2919818,,,2007
"Escondido, California",No,33.1192068,-117.086421,5396.95,1.0,2003
"Escondido, California",No,33.1192068,-117.086421,,,2007
"Escondido, California",No,33.1192068,-117.086421,33814.55,8.0,2003
"Escondido, California",No,33.1192068,-117.086421,,,2007
"Escondido, California",No,33.1192068,-117.086421,687889.36,64.0,2003
"Escondido, California",No,33.1192068,-117.086421,,,2007
"Fallbrook, California",No,33.3764196,-117.2511466,0.0,0.0,2003
"Fallbrook, California",No,33.3764196,-117.2511466,,,2007
"Escondido, California",No,33.1192068,-117.086421,,,2003
